name,tech_score,confidence,city,region,country,address,lat,lng,website,phone,careers_url,careers_provider,careers_api_url,careers_confidence,careers_last_checked,careers_notes,categories,sources,source_ids,notes
Blaze Dream Technologies Pvt Ltd,69.0,high,Chennai,Tamil Nadu,India,"Pycrofts Garden Road, 600006",13.0637732,80.2497868,https://www.blazedream.com/,+914442047468,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4221573010""}","matched: technologies, office=it"
Nesh Technologies,69.0,high,Chennai,Tamil Nadu,India,"Type II/8, Dr.VSI Estate, SH 49A, Thiruvanmiyur, chennai, 600041",12.9829772,80.2517272,https://nesh.live,9790706090,,,,,,,office=it | building=commercial,openstreetmap,"{""openstreetmap"": ""way:354740888""}","matched: technologies, office=it"
ByVal Technologies India Private Limited,69.0,high,Coimbatore,Tamil Nadu,India,"No 13/42A, Harisudhan Buildings, Tex Park Road, Coimbatore, 641014",11.0451877,77.0352632,https://byval.in,+91 82484 74232,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:10576951708""}","matched: technologies, office=it"
Impiger Technologies,69.0,high,Coimbatore,Tamil Nadu,India,"Elysium Central, 3rd Floor, Puliyakulam Road, Sungam Junction, Coimbatore – 641 045",10.9997692,76.9859178,https://www.impigertech.com/,+91 422 647 9994,,,,,,,"office=it | description=Impiger is Specialised in Delivering Custom Mobile Apps for Businesses on iOS-iPhone & iPad, Android, Windows mobile at Competitive Costs.",openstreetmap,"{""openstreetmap"": ""node:4576658600""}","matched: technologies, office=it"
GlobalLogic Technologies,69.0,high,Hyderabad,Telangana,India,"Plot No 590A, Road no 31, Jubilee Hills, Hyderabad, 500033",17.4373998,78.405784,https://www.globallogic.com/,040-30419999,,,,,,,office=it | building=yes | amenity=parking,openstreetmap,"{""openstreetmap"": ""way:595462424""}","matched: technologies, office=it"
wilshire software technologies,69.0,high,Hyderabad,Telangana,India,,17.4106612,78.4885353,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""way:265629199""}","matched: software, technologies, office=company"
Maptrax Technologies,69.0,high,Indore,Madhya Pradesh,India,"10,, Rajgarh Kothi, Indore, 452001",22.7174492,75.8863856,https://www.maptrax.in/,+91-9713275229,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3059469034""}","matched: technologies, office=it"
Nehvij Technologies Private Limited,69.0,high,Indore,Madhya Pradesh,India,"EA122, Scheme No. 94, Service Road, Indore, 452010",22.7670673,75.9083048,,,,,,,,,building=yes | description=Nehvij Technologies is an Indian Game and Software development company that caters to the need of the top esteemed clients. We are a full-fledged digital service agency we wanted to serve your customers with an uninterrupted seamless experience.,openstreetmap,"{""openstreetmap"": ""way:702536116""}","matched: software, technologies, digital"
Electron Technology,69.0,high,Jaipur,Rajasthan,India,"Plot No. - 171, Mohan Naqgar, Triveni nagar, Jaipur, 302018",26.8678695,75.7746005,https://electrontechnology.co.in/,+917062626015,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11506042825""}","matched: technology, office=it"
RasuKoo Digital Solutions,69.0,high,Jaipur,Rajasthan,India,"D-20/21, Saket Colony, Adarsh Nagar, Jaipur, 302004",26.902074,75.835389,https://www.rasukoo.com/,+917820919773,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11752620034""}","matched: solutions, digital, office=it"
Caspar Technologies,69.0,high,Kochi,Kerala,India,"7A, Chakolas heights, Seaport Airport Road, Chittethukara",9.9946529,76.3519924,https://caspardigital.com/,+91-4842-989024,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11346674209""}","matched: technologies, office=it"
inTEUtion Technologies,69.0,high,Kochi,Kerala,India,"2nd Floor, Tower 1, TransAsia Corporate Park, Seaport Airport Road, Kochi, 682037",9.9957535,76.3517371,https://inteution.com/,+91-8592-859274,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13326395522""}","matched: technologies, office=it"
Toobler Technologies.,69.0,high,Kochi,Kerala,India,"1st Floor,, Lulu Cyber Tower-1, Infopark, Kakkanad, Kerala, 682042",10.0101913,76.3657203,https://www.toobler.com,"+91 484 4034359, +1 415 202 5304",,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11255249316""}","matched: technologies, office=it"
Zeazonz Technologies Pvt Ltd,69.0,high,Kochi,Kerala,India,"eazonz IT Center, XVII / 331B,C, Ettumanoor - Ernakulam Road, Udayamperoor, 682307",9.9007112,76.3676393,https://sg.zeazonz.com/,+91-85929 27999,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:7028116472""}","matched: technologies, office=it"
VibeGeo Technologies Pvt. Ltd.,69.0,high,Kolkata,West Bengal,India,"151, Sardarpara, Kaikhali, Kolkata, 700052",22.6304542,88.4370013,https://www.vibegeo.com,+919830426829,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:12839811295""}","matched: technologies, office=it"
Virtubox Infotech Pvt Ltd,69.0,high,Kolkata,West Bengal,India,"Gobindapur Rd, Jodhpur Gardens, Jodhpur Park, kolkata, 700045",22.5042691,88.359248,https://www.virtubox.io/,09007114888,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11953292031""}","matched: infotech, office=it"
Nebula Infotech,69.0,high,New Delhi,Delhi,India,"S. G. Shopping Mall, 210, D. C. Chowk, Rajapur, Sector 9, D.C. Chowk, Rohini, 110085",28.7178084,77.1260903,https://www.nebulainfotech.com/,+91- 9818089933,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13179918519""}","matched: infotech, office=it"
Shilsha Technologies,69.0,high,Noida,Uttar Pradesh,India,"H-15, Sector 63, Noida, 201301",28.6302852,77.3788993,https://www.shilshatech.com,+911204120113,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11928073807""}","matched: technologies, office=it"
VirtuBox Infotech Private Limited,69.0,high,Noida,Uttar Pradesh,India,"C-67, Sector 57, Noida, 201301",28.6086692,77.3512408,https://www.virtubox.io,+91 78387 23175,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:351079187""}","matched: infotech, office=it"
KH Technologies Private Limited,69.0,high,Pune,Maharashtra,India,"101, Wisteria Commercial Complex, Keshavnagar, Mundhwa Road, Pune, 411036",18.5291334,73.9444213,https://khtechnologies.in/,+919890295287,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11387884822""}","matched: technologies, office=it"
Raykor Technologies Pvt. Ltd.,69.0,high,Pune,Maharashtra,India,"3rd Floor, Adams Court, Baner Rd, Pashan, Pune, 411045",18.55474,73.7989087,https://raykor.com/,+91 98230 13435,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13130965760""}","matched: technologies, office=it"
Geeni Infotech,69.0,high,Surat,Gujarat,India,"221, Surat Kadodara Road, Opp Landmark Textile Market, Surat, 395010",21.1897313,72.8756583,https://geeniinfotech.com,9913878358,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:10581651894""}","matched: infotech, office=it"
ITKX Technologies,69.0,high,Tiruchirappalli,Tamil Nadu,India,"19, Bishop Main Road, Tiruchirappalli, 620017",10.8155971,78.6782841,https://itkx.tech,+919442260944,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:12566963690""}","matched: technologies, office=it"
Amber Road Software Pvt Ltd,68.0,high,Bengaluru,Karnataka,India,,12.9589625,77.6481159,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3797621999""}","matched: software, office=it"
Deem Software India Pvt Ltd,68.0,high,Bengaluru,Karnataka,India,,12.9758285,77.5973875,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4308190000""}","matched: software, office=it"
Encore Software Ltd,68.0,high,Bengaluru,Karnataka,India,,12.9739664,77.609047,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3808148481""}","matched: software, office=it"
Fair Isaac India Software Pvt Ltd;FICO,68.0,high,Bengaluru,Karnataka,India,,12.9591403,77.6481642,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3797621212""}","matched: software, office=it"
Quest Software,68.0,high,Bengaluru,Karnataka,India,,12.9302731,77.6842752,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3797601044""}","matched: software, office=it"
Sahaj Software,68.0,high,Bengaluru,Karnataka,India,,12.9249246,77.6278552,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:7164279510""}","matched: software, office=it"
SLK Software,68.0,high,Bengaluru,Karnataka,India,,13.1069406,77.5770654,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3641313740""}","matched: software, office=it"
Sonata Software,68.0,high,Bengaluru,Karnataka,India,"Rashtriya Vidyalaya Road, Bangalore, 560004",12.9396802,77.5804066,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:338246704""}","matched: software, office=it"
Trigent Software,68.0,high,Bengaluru,Karnataka,India,,12.9833443,77.5854818,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:1557198926""}","matched: software, office=it"
AJATUS SOFTWARE,68.0,high,Bhubaneswar,Odisha,India,"4th Floor, Acharya Vihar, Bhubaneswar, 751013",20.2991399,85.8309663,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:4808015698""}","matched: software, office=it"
Prince Info City I,68.0,high,Chennai,Tamil Nadu,India,"286/1 & 286/2, Old Mahabalipuram Road, Kandanchavadi, Chennai, 600096",12.9687342,80.2480129,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:767761372""}","matched: software, office=it"
Spritle Software,68.0,high,Chennai,Tamil Nadu,India,"Chakrapani St, Chennai",13.0473124,80.1982133,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3605191046""}","matched: software, office=it"
Yatharthriti IT Services Private Ltd | Learning Management System|LMS Platform | LMS Software|LMS Provider| Moodle LMS| Elearning Solution,68.0,high,Faridabad,Haryana,India,"A22, Second Floor, Above Monte Carlo Showroom, Nehru Ground, NIT, Faridabad, 121001",28.3906154,77.3020554,https://www.yatharthriti.com/moodle-lms.html,0129-4086849,,,,,,,description=Yatharthriti IT Services Pvt Ltd is a growing organization and given best to all the clients. Our work process is mainly focused on providing the best deliverables to all the clients. We have already completed many projects ranging from website developmen,openstreetmap,"{""openstreetmap"": ""way:352287112""}","matched: software, it services"
Find logics software,68.0,high,Hyderabad,Telangana,India,,17.4890374,78.3929332,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:7246498934""}","matched: software, office=it"
Sonata Software,68.0,high,Hyderabad,Telangana,India,,17.4063575,78.3211639,,,,,,,,,office=it | building=construction,openstreetmap,"{""openstreetmap"": ""way:773660988""}","matched: software, office=it"
Votigo Software Pvt Ltd,68.0,high,Hyderabad,Telangana,India,,17.4385983,78.3871502,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:7021303666""}","matched: software, office=it"
Airo Global Software Pvt Ltd,68.0,high,Kochi,Kerala,India,,10.0109014,76.3607928,,,,,,,,,office=it | description=Software services,openstreetmap,"{""openstreetmap"": ""node:6853038183""}","matched: software, office=it"
BEO Software,68.0,high,Kochi,Kerala,India,,10.0017701,76.3610225,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11116280475""}","matched: software, office=it"
Debyez Technologies Pvt Ltd,68.0,high,Kochi,Kerala,India,"Floor-1, Maker Village, ISC, Kerala Technology Innovation Zone, Kinfra Hi-Tech Park Road, Ernakulam, 683503",10.0558322,76.3548938,https://debyez.com/,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:13335257238""}","matched: technology, technologies, office=company"
IBS Software,68.0,high,Kochi,Kerala,India,,10.0086702,76.3639272,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13255367682""}","matched: software, office=it"
Kott Software,68.0,high,Kochi,Kerala,India,,9.9577287,76.2893187,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11311448042""}","matched: software, office=it"
Lal's Software Services,68.0,high,Kochi,Kerala,India,,9.9630497,76.2996134,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11288395396""}","matched: software, office=it"
Peacon Software,68.0,high,Kolkata,West Bengal,India,,22.5777071,88.4822576,,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:358879056""}","matched: software, office=it"
Dream Steps Technologies Pvt Ltd,68.0,high,Noida,Uttar Pradesh,India,"D-5, Basement, Sector-10, Noida, 201301",28.5899865,77.3352358,https://www.thedreamsteps.com,(0120) 454-3040,,,,,,,"building=commercial | description=We offer a myriad of services related to graphic design, website design, web development, mobile application development and SEO & Digital marketing at cost-effective prices.",openstreetmap,"{""openstreetmap"": ""way:352782029""}","matched: technologies, web development, digital"
Cloud Micro Solutions,68.0,high,Pune,Maharashtra,India,"s.no.99, Lane no. 8, Pune, 412105",18.6234607,73.9276539,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:10936347832""}","matched: cloud, solutions, office=it"
Cognizant,68.0,high,Pune,Maharashtra,India,,18.5842873,73.7344129,,,,,,,,,office=it | building=yes | industrial=software,openstreetmap,"{""openstreetmap"": ""way:359537074""}","matched: software, office=it"
Screen-Magic Mobile Media Pvt Ltd.,68.0,high,Pune,Maharashtra,India,"A1/B, Abhimanashree Society, Pashan Road, 411007",18.5405299,73.8191862,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:1827284985""}","matched: software, office=it"
IBS Software Services Registered Office,68.0,high,Thiruvananthapuram,Kerala,India,,8.5602259,76.8800026,,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:3671997331""}","matched: software, office=it"
"Ente Technologies, Inc.",67.0,high,Bengaluru,Karnataka,India,"No. 72, 12, GoodWorks Brightfield, Nallurahalli Main Rd, near Palm Meadows, Siddapura, Whitefield, Bengaluru, 560066",12.9568206,77.731064,https://ente.io,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13004157194""}","matched: technologies, office=it"
Fenopix Technologies Pvt Ltd,67.0,high,Bengaluru,Karnataka,India,"#15, 4th Floor, Cross Road A, Austin Town, Bengaluru, 560047",12.9633004,77.6136776,https://canvasjs.com,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:1300695633""}","matched: technologies, office=it"
HEN Technologies,67.0,high,Bengaluru,Karnataka,India,"RMZ MILLENIA, Halasuru, Bengaluru, Karnataka 560103",12.9259103,77.6745439,https://www.hentechnologies.com,,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:13644641641""}","matched: technologies, office=it"
Juspay Technologies Private Limited,67.0,high,Bengaluru,Karnataka,India,"444, 18th Main Road, Koramangala 6th Block, Bangalore, 560095",12.9400559,77.6229137,https://www.juspay.in/,,,,,,,,office=it | building=commercial,openstreetmap,"{""openstreetmap"": ""way:1168771886""}","matched: technologies, office=it"
TruEstate (IQOL Technologies),67.0,high,Bengaluru,Karnataka,India,"1579, 27th Main Rd, Sector 2, HSR Layout, Bengaluru, 560102",12.9050747,77.6509159,https://truestate.in/,,,,,,,,office=it | building=yes,openstreetmap,"{""openstreetmap"": ""way:1037897709""}","matched: technologies, office=it"
